run_id,t,x_m,segment,v_mps,a_mps2,limit_mps,power_w,energy_kwh,regen_kwh,event
W6_vector_01,2.8044871794871797,2.359544501972387,1,1.6826923076923077,0.5999999999999991,25.0,186866.64843483275,0.07797435443532275,-0.0,ACCEL
W6_vector_01,3.0048076923076925,2.708660780325444,1,1.8028846153846154,0.6000000000000002,25.0,200221.22014583548,0.0891155815178679,-0.0,ACCEL
W6_vector_01,3.2051282051282053,3.0818540433925055,1,1.9230769230769231,0.6000000000000002,25.0,213576.7523896223,0.1009999716748759,-0.0,ACCEL
W6_vector_01,3.405448717948718,3.47912429117357,1,2.043269230769231,0.6000000000000002,25.0,226933.25141694915,0.11362757870261744,-0.0,ACCEL
W6_vector_01,3.605769230769231,3.900471523668639,1,2.1634615384615383,0.5999999999999991,25.0,240290.72347857128,0.12699845674518395,-0.0,ACCEL
W6_vector_01,3.8060897435897436,4.345895740877712,1,2.2836538461538463,0.6000000000000013,25.0,253649.17482524607,0.14111266029448763,-0.0,ACCEL
W6_vector_01,4.006410256410256,4.815396942800789,1,2.4038461538461537,0.5999999999999991,25.0,267008.611707726,0.1559702441902612,-0.0,ACCEL
W6_vector_01,4.206730769230769,5.3089751294378695,1,2.5240384615384612,0.5999999999999991,25.0,280369.04037676955,0.17157126362005828,-0.0,ACCEL
W6_vector_01,4.407051282051282,5.826630300788954,1,2.644230769230769,0.6000000000000013,25.0,293730.4670831324,0.18791577411925323,-0.0,ACCEL
W6_vector_01,4.607371794871795,6.368362456854043,1,2.7644230769230766,0.5999999999999991,25.0,307092.8980775671,0.20500383157104093,-0.0,ACCEL
W6_vector_01,4.807692307692308,6.934171597633138,1,2.884615384615385,0.6000000000000009,25.0,320456.33961083344,0.22283549220643728,-0.0,ACCEL
W6_vector_01,5.008012820512821,7.524057723126234,1,3.0048076923076925,0.5999999999999991,25.0,333820.7979336831,0.24141081260427844,-0.0,ACCEL
W6_vector_01,5.208333333333334,8.138020833333336,1,3.1250000000000004,0.6000000000000013,25.0,347186.27929687576,0.26072984969122176,-0.0,ACCEL
W6_vector_01,5.408653846153847,8.77606092825444,1,3.245192307692308,0.5999999999999991,25.0,360552.7899511625,0.2807926607417449,-0.0,ACCEL
W6_vector_01,5.6089743589743595,9.438178007889547,1,3.3653846153846154,0.5999999999999991,25.0,373920.33614730265,0.30159930337814667,-0.0,ACCEL
W6_vector_01,5.809294871794872,10.12437207223866,1,3.4855769230769234,0.6000000000000013,25.0,387288.92413605197,0.3231498355705462,-0.0,ACCEL
W6_vector_01,6.009615384615385,10.834643121301776,1,3.605769230769231,0.5999999999999991,25.0,400658.560168162,0.3454443156368836,-0.0,ACCEL
W6_vector_01,6.209935897435898,11.568991155078896,1,3.7259615384615383,0.5999999999999991,25.0,414029.2504943925,0.3684828022429195,-0.0,ACCEL
W6_vector_01,6.410256410256411,12.327416173570022,1,3.8461538461538463,0.6000000000000013,25.0,427401.00136549934,0.3922653544022355,-0.0,ACCEL
W6_vector_01,6.610576923076923,13.109918176775148,1,3.9663461538461537,0.5999999999999991,25.0,440773.8190322335,0.4167920314762335,-0.0,ACCEL
W6_vector_01,6.810897435897436,13.91649716469428,1,4.086538461538462,0.6000000000000013,25.0,454147.7097453569,0.44206289317413666,-0.0,ACCEL
W6_vector_01,7.011217948717949,14.747153137327416,1,4.206730769230769,0.5999999999999991,25.0,467522.6797556187,0.46807799955298834,-0.0,ACCEL
W6_vector_01,7.211538461538462,15.601886094674557,1,4.326923076923077,0.5999999999999991,25.0,480898.73531377944,0.4948374110176529,-0.0,ACCEL
